time,msg,oid,tid,fid,side,price,qty
311,add, ,7, ,buy,5042,36
311,ackn,2953, , , , , 
311,fill,1718, ,1154, , ,36
311,fill,2953, ,1155, , ,36
311,add, ,8, ,buy,4986,17
311,ackn,2954, , , , , 
311,add, ,9, ,buy,5045,25
311,ackn,2955, , , , , 
311,fill,1718, ,1156, , ,14
311,fill,1805, ,1157, , ,11
311,fill,2955, ,1158, , ,25
312,add, ,0, ,buy,4947,30
312,ackn,2956, , , , , 
312,add, ,1, ,sell,5059,43
312,ackn,2957, , , , , 
312,add, ,2, ,sell,5078,24
312,ackn,2958, , , , , 
312,add, ,3, ,sell,5074,3
312,ackn,2959, , , , , 
312,add, ,4, ,buy,5033,22
312,ackn,2960, , , , , 
312,fill,1805, ,1159, , ,3
312,fill,1929, ,1160, , ,19
312,fill,2960, ,1161, , ,22
312,add, ,5, ,buy,5030,27
312,ackn,2961, , , , , 
312,fill,1929, ,1162, , ,27
312,fill,2961, ,1163, , ,27
312,add, ,6, ,buy,4947,5
312,ackn,2962, , , , , 
312,add, ,7, ,sell,5077,53
312,ackn,2963, , , , , 
312,add, ,8, ,buy,5009,11
312,ackn,2964, , , , , 
312,add, ,9, ,sell,5136,52
312,ackn,2965, , , , , 
313,cancel,2654, , , , ,0
313,cancel,1701, , , , ,31
313,add, ,2, ,sell,5057,17
313,ackn,2966, , , , , 
313,add, ,3, ,buy,4997,13
313,ackn,2967, , , , , 
313,add, ,4, ,sell,5136,34
313,ackn,2968, , , , , 
313,add, ,5, ,buy,5006,7
313,ackn,2969, , , , , 
313,add, ,6, ,sell,5056,15
313,ackn,2970, , , , , 
313,add, ,7, ,buy,4970,54
313,ackn,2971, , , , , 
313,add, ,8, ,buy,5004,30
313,ackn,2972, , , , , 
313,add, ,9, ,buy,5038,24
313,ackn,2973, , , , , 
313,fill,1929, ,1164, , ,21
313,fill,2029, ,1165, , ,3
313,fill,2973, ,1166, , ,24
314,cancel,1615, , , , ,5
314,add, ,1, ,buy,5047,4
314,ackn,2974, , , , , 
314,fill,2118, ,1167, , ,2
314,fill,2129, ,1168, , ,2
314,fill,2974, ,1169, , ,4
314,add, ,2, ,sell,5116,11
314,ackn,2975, , , , , 
314,add, ,3, ,sell,5153,19
314,ackn,2976, , , , , 
314,add, ,4, ,buy,5001,37
314,ackn,2977, , , , , 
314,add, ,5, ,buy,5007,15
314,ackn,2978, , , , , 
314,add, ,6, ,buy,5051,51
314,ackn,2979, , , , , 
314,fill,2129, ,1170, , ,7
314,fill,2133, ,1171, , ,39
314,fill,2148, ,1172, , ,5
314,fill,2979, ,1173, , ,51
314,add, ,7, ,sell,5053,16
314,ackn,2980, , , , , 
314,add, ,8, ,sell,5174,16
314,ackn,2981, , , , , 
314,add, ,9, ,sell,5051,29
314,ackn,2982, , , , , 
315,add, ,0, ,buy,4912,86
315,ackn,2983, , , , , 
315,add, ,1, ,buy,5008,52
315,ackn,2984, , , , , 
315,add, ,2, ,sell,5129,28
315,ackn,2985, , , , , 
315,add, ,3, ,sell,5093,3
315,ackn,2986, , , , , 
315,add, ,4, ,sell,5061,58
315,ackn,2987, , , , , 
315,add, ,5, ,sell,5069,19
315,ackn,2988, , , , , 
315,add, ,6, ,buy,5044,31
315,ackn,2989, , , , , 
315,fill,2148, ,1174, , ,16
315,fill,2351, ,1175, , ,10
315,fill,571, ,1176, , ,3
315,fill,583, ,1177, , ,2
315,fill,2989, ,1178, , ,31
315,add, ,7, ,buy,5033,25
315,ackn,2990, , , , , 
315,fill,583, ,1179, , ,12
315,fill,1004, ,1180, , ,13
315,fill,2990, ,1181, , ,25
315,add, ,8, ,sell,5186,51
315,ackn,2991, , , , , 
315,add, ,9, ,buy,4965,28
315,ackn,2992, , , , , 
316,add, ,0, ,buy,5028,2
316,ackn,2993, , , , , 
316,fill,1004, ,1182, , ,2
316,fill,2993, ,1183, , ,2
316,add, ,1, ,buy,5004,19
316,ackn,2994, , , , , 
316,add, ,2, ,sell,5155,35
316,ackn,2995, , , , , 
316,add, ,3, ,buy,4961,20
316,ackn,2996, , , , , 
316,add, ,4, ,buy,5005,17
316,ackn,2997, , , , , 
316,add, ,5, ,buy,5001,42
316,ackn,2998, , , , , 
316,add, ,6, ,sell,5094,52
316,ackn,2999, , , , , 
316,cancel,1369, , , , ,15
316,add, ,8, ,buy,5020,4
316,ackn,3000, , , , , 
316,add, ,9, ,buy,5022,20
316,ackn,3001, , , , , 
317,add, ,0, ,sell,5071,12
317,ackn,3002, , , , , 
317,add, ,1, ,buy,5048,4
317,ackn,3003, , , , , 
317,fill,1004, ,1184, , ,4
317,fill,3003, ,1185, , ,4
317,add, ,2, ,buy,5042,5
317,ackn,3004, , , , , 
317,fill,1004, ,1186, , ,5
317,fill,3004, ,1187, , ,5
317,add, ,3, ,sell,5061,5
317,ackn,3005, , , , , 
317,add, ,4, ,buy,5022,3
317,ackn,3006, , , , , 
317,add, ,5, ,sell,5085,38
317,ackn,3007, , , , , 
317,add, ,6, ,buy,5029,89
317,ackn,3008, , , , , 
317,fill,1129, ,1188, , ,13
317,fill,1463, ,1189, , ,61
317,fill,1888, ,1190, , ,9
317,fill,1904, ,1191, , ,2
317,fill,2080, ,1192, , ,4
317,fill,3008, ,1193, , ,89
317,add, ,7, ,buy,5045,33
317,ackn,3009, , , , , 
317,fill,2080, ,1194, , ,33
317,fill,3009, ,1195, , ,33
317,add, ,8, ,sell,5082,39
317,ackn,3010, , , , , 
317,add, ,9, ,sell,5197,12
317,ackn,3011, , , , , 
318,add, ,0, ,buy,5032,49
318,ackn,3012, , , , , 
318,fill,2080, ,1196, , ,16
318,fill,2084, ,1197, , ,12
318,fill,2115, ,1198, , ,21
318,fill,3012, ,1199, , ,49
318,add, ,1, ,buy,5029,76
318,ackn,3013, , , , , 
318,fill,2115, ,1200, , ,26
318,fill,2144, ,1201, , ,50
318,fill,3013, ,1202, , ,76
318,add, ,2, ,sell,5119,35
318,ackn,3014, , , , , 
318,add, ,3, ,buy,5036,10
318,ackn,3015, , , , , 
318,fill,2144, ,1203, , ,10
318,fill,3015, ,1204, , ,10
318,add, ,4, ,sell,5081,18
318,ackn,3016, , , , , 
318,add, ,5, ,sell,5098,7
318,ackn,3017, , , , , 
318,add, ,6, ,buy,5010,4
318,ackn,3018, , , , , 
318,add, ,7, ,buy,5042,25
318,ackn,3019, , , , , 
318,fill,2144, ,1205, , ,10
318,fill,2443, ,1206, , ,11
318,fill,463, ,1207, , ,4
318,fill,3019, ,1208, , ,25
318,add, ,8, ,buy,5033,4
318,ackn,3020, , , , , 
318,fill,463, ,1209, , ,4
318,fill,3020, ,1210, , ,4
318,cancel,590, , , , ,0
319,add, ,0, ,buy,5029,38
319,ackn,3021, , , , , 
319,fill,463, ,1211, , ,13
319,fill,768, ,1212, , ,7
319,fill,973, ,1213, , ,18
319,fill,3021, ,1214, , ,38
319,add, ,1, ,buy,5041,47
319,ackn,3022, , , , , 
319,fill,973, ,1215, , ,15
319,fill,1280, ,1216, , ,9
319,fill,1345, ,1217, , ,14
319,fill,1498, ,1218, , ,5
319,fill,1623, ,1219, , ,4
319,fill,3022, ,1220, , ,47
319,add, ,2, ,sell,5050,3
319,ackn,3023, , , , , 
319,add, ,3, ,buy,5033,31
319,ackn,3024, , , , , 
319,fill,1623, ,1221, , ,31
319,fill,3024, ,1222, , ,31
319,add, ,4, ,sell,5122,11
319,ackn,3025, , , , , 
319,add, ,5, ,sell,5065,7
319,ackn,3026, , , , , 
319,add, ,6, ,buy,5035,19
319,ackn,3027, , , , , 
319,fill,1623, ,1223, , ,19
319,fill,3027, ,1224, , ,19
319,add, ,7, ,sell,5067,46
319,ackn,3028, , , , , 
319,add, ,8, ,sell,5056,10
319,ackn,3029, , , , , 
319,add, ,9, ,buy,5017,29
319,ackn,3030, , , , , 
320,add, ,0, ,buy,5042,29
320,ackn,3031, , , , , 
320,fill,1623, ,1225, , ,2
320,fill,1670, ,1226, , ,27
320,fill,3031, ,1227, , ,29
320,add, ,1, ,buy,4986,39
320,ackn,3032, , , , , 
320,add, ,2, ,sell,5065,33
320,ackn,3033, , , , , 
320,add, ,3, ,sell,5170,2
320,ackn,3034, , , , , 
320,add, ,4, ,buy,4972,62
320,ackn,3035, , , , , 
320,add, ,5, ,sell,5054,42
320,ackn,3036, , , , , 
320,add, ,6, ,buy,5027,44
320,ackn,3037, , , , , 
320,fill,1670, ,1228, , ,4
320,fill,1874, ,1229, , ,11
320,fill,1982, ,1230, , ,29
320,fill,3037, ,1231, , ,44
320,add, ,7, ,sell,5086,30
320,ackn,3038, , , , , 
320,add, ,8, ,sell,5153,23
320,ackn,3039, , , , , 
320,add, ,9, ,sell,5082,64
320,ackn,3040, , , , , 
321,add, ,0, ,sell,5085,55
321,ackn,3041, , , , , 
321,add, ,1, ,buy,4993,13
321,ackn,3042, , , , , 
321,add, ,2, ,buy,5035,1
321,ackn,3043, , , , , 
321,fill,1982, ,1232, , ,1
321,fill,3043, ,1233, , ,1
321,add, ,3, ,buy,5043,18
321,ackn,3044, , , , , 
321,fill,1982, ,1234, , ,17
321,fill,2008, ,1235, , ,1
321,fill,3044, ,1236, , ,18
321,add, ,4, ,sell,5057,28
321,ackn,3045, , , , , 
321,add, ,5, ,buy,5031,19
321,ackn,3046, , , , , 
321,fill,2008, ,1237, , ,19
321,fill,3046, ,1238, , ,19
321,add, ,6, ,sell,5055,25
321,ackn,3047, , , , , 
321,add, ,7, ,sell,5079,22
321,ackn,3048, , , , , 
321,cancel,2371, , , , ,0
321,add, ,9, ,buy,5029,5
321,ackn,3049, , , , , 
321,fill,2008, ,1239, , ,5
321,fill,3049, ,1240, , ,5
322,add, ,0, ,buy,5043,26
322,ackn,3050, , , , , 
322,fill,2008, ,1241, , ,25
322,fill,2019, ,1242, , ,1
322,fill,3050, ,1243, , ,26
322,cancel,2082, , , , ,13
322,add, ,2, ,sell,5073,72
322,ackn,3051, , , , , 
322,add, ,3, ,buy,5042,16
322,ackn,3052, , , , , 
322,fill,2019, ,1244, , ,16
322,fill,3052, ,1245, , ,16
322,add, ,4, ,sell,5047,74
322,ackn,3053, , , , , 
322,add, ,5, ,sell,5101,60
322,ackn,3054, , , , , 
322,add, ,6, ,sell,5088,29
322,ackn,3055, , , , , 
322,add, ,7, ,sell,5107,5
322,ackn,3056, , , , , 
322,add, ,8, ,sell,5054,56
322,ackn,3057, , , , , 
322,add, ,9, ,sell,5058,10
322,ackn,3058, , , , , 
323,add, ,0, ,buy,5030,15
323,ackn,3059, , , , , 
323,fill,2019, ,1246, , ,15
323,fill,3059, ,1247, , ,15
323,add, ,1, ,buy,5020,11
323,ackn,3060, , , , , 
323,add, ,2, ,buy,5028,78
323,ackn,3061, , , , , 
323,fill,2019, ,1248, , ,12
323,fill,2073, ,1249, , ,24
323,fill,2178, ,1250, , ,37
323,fill,2322, ,1251, , ,5
323,fill,3061, ,1252, , ,78
323,add, ,3, ,sell,5068,25
323,ackn,3062, , , , , 
323,add, ,4, ,sell,5063,16
323,ackn,3063, , , , , 
323,add, ,5, ,buy,5035,47
323,ackn,3064, , , , , 
323,fill,2322, ,1253, , ,2
323,fill,2340, ,1254, , ,27
323,fill,2344, ,1255, , ,18
323,fill,3064, ,1256, , ,47
323,add, ,6, ,sell,5058,29
323,ackn,3065, , , , , 
323,add, ,7, ,sell,5042,4
323,ackn,3066, , , , , 
323,add, ,8, ,buy,4958,13
323,ackn,3067, , , , , 
323,add, ,9, ,buy,5038,12
323,ackn,3068, , , , , 
323,fill,2344, ,1257, , ,4
323,fill,2345, ,1258, , ,8
323,fill,3068, ,1259, , ,12
324,add, ,0, ,sell,5053,57
324,ackn,3069, , , , , 
324,add, ,1, ,buy,5028,2
324,ackn,3070, , , , , 
324,fill,2345, ,1260, , ,2
324,fill,3070, ,1261, , ,2
324,add, ,2, ,buy,5025,39
324,ackn,3071, , , , , 
324,fill,2345, ,1262, , ,39
324,fill,3071, ,1263, , ,39
324,add, ,3, ,buy,5014,39
324,ackn,3072, , , , , 
324,add, ,4, ,buy,4924,6
324,ackn,3073, , , , , 
324,add, ,5, ,sell,5044,25
324,ackn,3074, , , , , 
324,add, ,6, ,sell,5044,4
324,ackn,3075, , , , , 
324,add, ,7, ,sell,5048,18
324,ackn,3076, , , , , 
324,add, ,8, ,buy,5008,54
324,ackn,3077, , , , , 
324,add, ,9, ,sell,5051,33
324,ackn,3078, , , , , 
325,add, ,0, ,buy,4923,9
325,ackn,3079, , , , , 
325,add, ,1, ,buy,5032,50
325,ackn,3080, , , , , 
325,fill,2345, ,1264, , ,29
325,fill,2346, ,1265, , ,21
325,fill,3080, ,1266, , ,50
325,add, ,2, ,buy,4970,47
325,ackn,3081, , , , , 
325,add, ,3, ,buy,5038,5
325,ackn,3082, , , , , 
325,fill,2346, ,1267, , ,5
325,fill,3082, ,1268, , ,5
325,add, ,4, ,buy,5022,6
325,ackn,3083, , , , , 
325,add, ,5, ,sell,5170,20
325,ackn,3084, , , , , 
325,add, ,6, ,buy,5009,6
325,ackn,3085, , , , , 
325,add, ,7, ,buy,5030,63
325,ackn,3086, , , , , 
325,fill,2346, ,1269, , ,7
325,fill,2376, ,1270, , ,27
325,fill,430, ,1271, , ,28
325,fill,496, ,1272, , ,1
325,fill,3086, ,1273, , ,63
325,add, ,8, ,sell,5064,12
325,ackn,3087, , , , , 
325,add, ,9, ,sell,5051,3
325,ackn,3088, , , , , 
326,add, ,0, ,sell,5087,40
326,ackn,3089, , , , , 
326,add, ,1, ,buy,5020,8
326,ackn,3090, , , , , 
326,add, ,2, ,buy,5031,37
326,ackn,3091, , , , , 
326,fill,496, ,1274, , ,1
326,fill,536, ,1275, , ,36
326,fill,3091, ,1276, , ,37
326,add, ,3, ,sell,5043,34
326,ackn,3092, , , , , 
326,add, ,4, ,sell,5092,6
326,ackn,3093, , , , , 
326,add, ,5, ,buy,4947,1
326,ackn,3094, , , , , 
326,cancel,1641, , , , ,0
326,add, ,7, ,buy,5038,19
326,ackn,3095, , , , , 
326,fill,536, ,1277, , ,19
326,fill,3095, ,1278, , ,19
326,add, ,8, ,buy,4994,21
326,ackn,3096, , , , , 
326,add, ,9, ,buy,5038,36
326,ackn,3097, , , , , 
326,fill,536, ,1279, , ,21
326,fill,561, ,1280, , ,8
326,fill,568, ,1281, , ,7
326,fill,3097, ,1282, , ,36
327,add, ,0, ,sell,5054,19
327,ackn,3098, , , , , 
327,cancel,126, , , , ,0
327,add, ,2, ,sell,5158,23
327,ackn,3099, , , , , 
327,add, ,3, ,sell,5116,7
327,ackn,3100, , , , , 
327,add, ,4, ,buy,5029,32
327,ackn,3101, , , , , 
327,fill,568, ,1283, , ,32
327,fill,3101, ,1284, , ,32
327,add, ,5, ,sell,5087,5
327,ackn,3102, , , , , 
327,add, ,6, ,buy,5039,31
327,ackn,3103, , , , , 
327,fill,568, ,1285, , ,10
327,fill,707, ,1286, , ,21
327,fill,3103, ,1287, , ,31
327,cancel,85, , , , ,16
327,add, ,8, ,buy,5013,34
327,ackn,3104, , , , , 
327,add, ,9, ,sell,5042,30
327,ackn,3105, , , , , 
328,add, ,0, ,sell,5059,49
328,ackn,3106, , , , , 
328,add, ,1, ,buy,4996,19
328,ackn,3107, , , , , 
328,add, ,2, ,sell,5072,24
328,ackn,3108, , , , , 
328,add, ,3, ,sell,5083,7
328,ackn,3109, , , , , 
328,add, ,4, ,sell,5038,47
328,ackn,3110, , , , , 
328,add, ,5, ,sell,5066,4
328,ackn,3111, , , , , 
328,add, ,6, ,sell,5057,32
328,ackn,3112, , , , , 
328,add, ,7, ,sell,5078,2
328,ackn,3113, , , , , 
328,add, ,8, ,buy,5015,3
328,ackn,3114, , , , , 
328,add, ,9, ,sell,5062,33
328,ackn,3115, , , , , 
329,add, ,0, ,buy,5035,43
329,ackn,3116, , , , , 
329,fill,707, ,1288, , ,43
329,fill,3116, ,1289, , ,43
329,add, ,1, ,buy,5028,43
329,ackn,3117, , , , , 
329,fill,707, ,1290, , ,6
329,fill,742, ,1291, , ,23
329,fill,787, ,1292, , ,14
329,fill,3117, ,1293, , ,43
329,add, ,2, ,buy,5004,31
329,ackn,3118, , , , , 
329,add, ,3, ,sell,5046,3
329,ackn,3119, , , , , 
329,add, ,4, ,buy,4950,54
329,ackn,3120, , , , , 
329,add, ,5, ,buy,5026,74
329,ackn,3121, , , , , 
329,fill,787, ,1294, , ,20
329,fill,999, ,1295, , ,14
329,fill,1005, ,1296, , ,8
329,fill,1215, ,1297, , ,32
329,fill,3121, ,1298, , ,74
329,add, ,6, ,buy,5015,12
329,ackn,3122, , , , , 
329,add, ,7, ,buy,4999,54
329,ackn,3123, , , , , 
329,add, ,8, ,buy,5003,39
329,ackn,3124, , , , , 
329,add, ,9, ,sell,5116,84
329,ackn,3125, , , , , 
330,add, ,0, ,sell,5040,40
330,ackn,3126, , , , , 
330,add, ,1, ,sell,5045,9
330,ackn,3127, , , , , 
330,add, ,2, ,buy,4993,51
330,ackn,3128, , , , , 
330,add, ,3, ,sell,5239,5
330,ackn,3129, , , , , 
330,add, ,4, ,sell,5102,29
330,ackn,3130, , , , , 
330,add, ,5, ,buy,5025,62
330,ackn,3131, , , , , 
330,add, ,6, ,sell,5103,50
330,ackn,3132, , , , , 
330,add, ,7, ,sell,5086,23
330,ackn,3133, , , , , 
330,add, ,8, ,sell,5104,21
330,ackn,3134, , , , , 
330,add, ,9, ,sell,5069,15
330,ackn,3135, , , , , 
331,add, ,0, ,buy,5024,43
331,ackn,3136, , , , , 
331,add, ,1, ,buy,4979,17
331,ackn,3137, , , , , 
331,add, ,2, ,buy,4986,6
331,ackn,3138, , , , , 
331,add, ,3, ,sell,5128,34
331,ackn,3139, , , , , 
331,add, ,4, ,sell,5066,83
331,ackn,3140, , , , , 
331,add, ,5, ,buy,4981,36
331,ackn,3141, , , , , 
331,add, ,6, ,buy,5034,11
331,ackn,3142, , , , , 
331,fill,1215, ,1299, , ,1
331,fill,1567, ,1300, , ,10
331,fill,3142, ,1301, , ,11
331,add, ,7, ,sell,5129,1
331,ackn,3143, , , , , 
331,add, ,8, ,buy,5013,46
331,ackn,3144, , , , , 
331,add, ,9, ,sell,5046,33
331,ackn,3145, , , , , 
332,add, ,0, ,buy,5016,21
332,ackn,3146, , , , , 
332,add, ,1, ,sell,5093,56
332,ackn,3147, , , , , 
332,add, ,2, ,sell,5072,13
332,ackn,3148, , , , , 
332,add, ,3, ,sell,5076,10
332,ackn,3149, , , , , 
332,add, ,4, ,sell,5076,8
332,ackn,3150, , , , , 
332,add, ,5, ,sell,5066,11
332,ackn,3151, , , , , 
332,add, ,6, ,sell,5039,46
332,ackn,3152, , , , , 
332,add, ,7, ,buy,4993,43
332,ackn,3153, , , , , 
332,add, ,8, ,sell,5048,11
332,ackn,3154, , , , , 
332,cancel,1121, , , , ,0
333,add, ,0, ,buy,5010,53
333,ackn,3155, , , , , 
333,add, ,1, ,buy,5029,4
333,ackn,3156, , , , , 
333,fill,1567, ,1302, , ,4
333,fill,3156, ,1303, , ,4
333,add, ,2, ,buy,4991,16
333,ackn,3157, , , , , 
333,add, ,3, ,buy,4967,28
333,ackn,3158, , , , , 
333,add, ,4, ,buy,4960,22
333,ackn,3159, , , , , 
333,add, ,5, ,buy,4981,26
333,ackn,3160, , , , , 
333,add, ,6, ,sell,5101,51
333,ackn,3161, , , , , 
333,add, ,7, ,sell,5042,23
333,ackn,3162, , , , , 
333,add, ,8, ,sell,5073,13
333,ackn,3163, , , , , 
333,add, ,9, ,buy,5003,15
333,ackn,3164, , , , , 
334,add, ,0, ,sell,5069,9
334,ackn,3165, , , , , 
334,add, ,1, ,buy,5032,35
334,ackn,3166, , , , , 
334,fill,1567, ,1304, , ,21
334,fill,1581, ,1305, , ,1
334,fill,1711, ,1306, , ,13
334,fill,3166, ,1307, , ,35
334,add, ,2, ,sell,5143,14
334,ackn,3167, , , , , 
334,add, ,3, ,buy,4998,12
334,ackn,3168, , , , , 
334,add, ,4, ,sell,5073,68
334,ackn,3169, , , , , 
334,add, ,5, ,sell,5055,1
334,ackn,3170, , , , , 
334,add, ,6, ,buy,5003,33
334,ackn,3171, , , , , 
334,cancel,2212, , , , ,55
334,add, ,8, ,sell,5038,79
334,ackn,3172, , , , , 
334,cancel,2456, , , , ,10
335,add, ,0, ,buy,4930,64
335,ackn,3173, , , , , 
335,add, ,1, ,sell,5074,86
335,ackn,3174, , , , , 
335,add, ,2, ,sell,5047,12
335,ackn,3175, , , , , 
335,add, ,3, ,sell,5069,22
335,ackn,3176, , , , , 
335,add, ,4, ,buy,5006,8
335,ackn,3177, , , , , 
335,add, ,5, ,sell,5069,22
335,ackn,3178, , , , , 
335,add, ,6, ,sell,5116,26
335,ackn,3179, , , , , 
335,add, ,7, ,sell,5056,25
335,ackn,3180, , , , , 
335,add, ,8, ,sell,5168,28
335,ackn,3181, , , , , 
335,add, ,9, ,sell,5067,14
335,ackn,3182, , , , , 
336,add, ,0, ,buy,5008,48
336,ackn,3183, , , , , 
336,cancel,1831, , , , ,33
336,add, ,2, ,buy,4983,6
336,ackn,3184, , , , , 
336,add, ,3, ,sell,5033,26
336,ackn,3185, , , , , 
336,add, ,4, ,buy,5027,16
336,ackn,3186, , , , , 
336,fill,1711, ,1308, , ,16
336,fill,3186, ,1309, , ,16
336,add, ,5, ,buy,4954,18
336,ackn,3187, , , , , 
336,add, ,6, ,buy,5012,20
336,ackn,3188, , , , , 
336,add, ,7, ,buy,4976,68
336,ackn,3189, , , , , 
336,add, ,8, ,sell,5062,5
336,ackn,3190, , , , , 
336,add, ,9, ,buy,5017,51
336,ackn,3191, , , , , 
337,add, ,0, ,buy,5030,20
337,ackn,3192, , , , , 
337,fill,1711, ,1310, , ,6
337,fill,1843, ,1311, , ,14
337,fill,3192, ,1312, , ,20
337,add, ,1, ,sell,5123,16
337,ackn,3193, , , , , 
337,cancel,2254, , , , ,0
337,add, ,3, ,sell,5176,42
337,ackn,3194, , , , , 
337,add, ,4, ,buy,4979,5
337,ackn,3195, , , , , 
337,add, ,5, ,sell,5119,17
337,ackn,3196, , , , , 
337,add, ,6, ,buy,5002,3
337,ackn,3197, , , , , 
337,add, ,7, ,buy,4955,59
337,ackn,3198, , , , , 
337,add, ,8, ,sell,5037,16
337,ackn,3199, , , , , 
337,add, ,9, ,buy,5004,20
337,ackn,3200, , , , , 
338,add, ,0, ,sell,5039,16
338,ackn,3201, , , , , 
338,add, ,1, ,buy,5001,58
338,ackn,3202, , , , , 
338,add, ,2, ,sell,5038,86
338,ackn,3203, , , , , 
338,add, ,3, ,sell,5223,50
338,ackn,3204, , , , , 
338,add, ,4, ,buy,4985,34
338,ackn,3205, , , , , 
338,add, ,5, ,buy,4962,12
338,ackn,3206, , , , , 
338,add, ,6, ,sell,5125,2
338,ackn,3207, , , , , 
338,add, ,7, ,sell,5040,18
338,ackn,3208, , , , , 
338,add, ,8, ,sell,5103,33
338,ackn,3209, , , , , 
338,add, ,9, ,buy,5014,17
338,ackn,3210, , , , , 
339,add, ,0, ,buy,4978,17
339,ackn,3211, , , , , 
339,add, ,1, ,buy,5027,14
339,ackn,3212, , , , , 
339,fill,1843, ,1313, , ,4
339,fill,2069, ,1314, , ,10
339,fill,3212, ,1315, , ,14
339,add, ,2, ,sell,5068,51
339,ackn,3213, , , , , 
339,add, ,3, ,sell,5037,8
339,ackn,3214, , , , , 
339,add, ,4, ,buy,4933,28
339,ackn,3215, , , , , 
339,add, ,5, ,sell,5087,34
339,ackn,3216, , , , , 
339,add, ,6, ,sell,5057,8
339,ackn,3217, , , , , 
339,add, ,7, ,buy,5006,21
339,ackn,3218, , , , , 
339,add, ,8, ,sell,5043,10
339,ackn,3219, , , , , 
339,add, ,9, ,buy,5019,18
339,ackn,3220, , , , , 
340,add, ,0, ,buy,5013,54
340,ackn,3221, , , , , 
340,add, ,1, ,sell,5037,21
340,ackn,3222, , , , , 
340,add, ,2, ,buy,5009,59
340,ackn,3223, , , , , 
340,add, ,3, ,sell,5062,38
340,ackn,3224, , , , , 
340,add, ,4, ,buy,4939,89
340,ackn,3225, , , , , 
340,add, ,5, ,buy,5010,23
340,ackn,3226, , , , , 
340,add, ,6, ,sell,5214,60
340,ackn,3227, , , , , 
340,add, ,7, ,buy,5032,64
340,ackn,3228, , , , , 
340,fill,2069, ,1316, , ,3
340,fill,2174, ,1317, , ,20
340,fill,2312, ,1318, , ,10
340,fill,2488, ,1319, , ,7
340,fill,513, ,1320, , ,24
340,fill,3228, ,1321, , ,64
340,add, ,8, ,buy,4946,16
340,ackn,3229, , , , , 
340,add, ,9, ,buy,4985,55
340,ackn,3230, , , , , 
341,add, ,0, ,buy,4994,3
341,ackn,3231, , , , , 
341,add, ,1, ,sell,5057,1
341,ackn,3232, , , , , 
341,add, ,2, ,sell,5132,8
341,ackn,3233, , , , , 
341,add, ,3, ,sell,5230,16
341,ackn,3234, , , , , 
341,add, ,4, ,buy,5030,32
341,ackn,3235, , , , , 
341,fill,513, ,1322, , ,32
341,fill,3235, ,1323, , ,32
341,add, ,5, ,sell,5093,34
341,ackn,3236, , , , , 
341,add, ,6, ,buy,5027,32
341,ackn,3237, , , , , 
341,fill,513, ,1324, , ,1
341,fill,576, ,1325, , ,7
341,fill,623, ,1326, , ,24
341,fill,3237, ,1327, , ,32
341,add, ,7, ,sell,5095,42
341,ackn,3238, , , , , 
341,add, ,8, ,buy,5026,24
341,ackn,3239, , , , , 
341,add, ,9, ,buy,4972,9
341,ackn,3240, , , , , 
342,add, ,0, ,buy,4902,32
342,ackn,3241, , , , , 
342,add, ,1, ,buy,4911,25
342,ackn,3242, , , , , 
342,add, ,2, ,buy,4969,49
342,ackn,3243, , , , , 
342,add, ,3, ,sell,5092,55
342,ackn,3244, , , , , 
342,add, ,4, ,buy,5016,21
342,ackn,3245, , , , , 
342,add, ,5, ,sell,5080,29
342,ackn,3246, , , , , 
342,add, ,6, ,sell,5058,2
342,ackn,3247, , , , , 
342,cancel,2313, , , , ,11
342,add, ,8, ,buy,5017,10
342,ackn,3248, , , , , 
342,add, ,9, ,sell,5054,23
342,ackn,3249, , , , , 
343,add, ,0, ,sell,5164,39
343,ackn,3250, , , , , 
343,add, ,1, ,sell,5051,5
343,ackn,3251, , , , , 
343,add, ,2, ,sell,5065,38
343,ackn,3252, , , , , 
343,add, ,3, ,sell,5187,60
343,ackn,3253, , , , , 
343,add, ,4, ,sell,5043,30
343,ackn,3254, , , , , 
343,add, ,5, ,sell,5074,14
343,ackn,3255, , , , , 
343,add, ,6, ,buy,5014,62
343,ackn,3256, , , , , 
343,add, ,7, ,buy,4983,1
343,ackn,3257, , , , , 
343,add, ,8, ,buy,4931,67
343,ackn,3258, , , , , 
343,add, ,9, ,sell,5077,27
343,ackn,3259, , , , , 
344,add, ,0, ,buy,4933,44
344,ackn,3260, , , , , 
344,add, ,1, ,sell,5037,68
344,ackn,3261, , , , , 
344,add, ,2, ,sell,5039,41
344,ackn,3262, , , , , 
344,add, ,3, ,buy,5017,22
344,ackn,3263, , , , , 
344,add, ,4, ,sell,5047,9
344,ackn,3264, , , , , 
344,add, ,5, ,sell,5064,45
344,ackn,3265, , , , , 
344,add, ,6, ,buy,4999,33
344,ackn,3266, , , , , 
344,add, ,7, ,buy,4883,5
344,ackn,3267, , , , , 
344,add, ,8, ,sell,5056,2
344,ackn,3268, , , , , 
344,add, ,9, ,sell,5036,7
344,ackn,3269, , , , , 
345,add, ,0, ,sell,5079,6
345,ackn,3270, , , , , 
345,add, ,1, ,buy,4938,23
345,ackn,3271, , , , , 
345,add, ,2, ,sell,5032,13
345,ackn,3272, , , , , 
345,add, ,3, ,buy,5009,12
345,ackn,3273, , , , , 
345,add, ,4, ,buy,5001,9
